"gid","name","area","status","date_create","description","polygon","type_land"
1893,"35",NULL,NULL,"2024-01-29 05:06:41.994669+03","Участок №-2143","0106000020E6100000010000000103000000010000002000000030F65E7CD10C474041446ADAC5604E4029779FE3A30D4740677C5F5CAA604E404583143C850E4740A94D9CDCEF604E40F321A81ABD0E47400B613596B0604E406EC493DDCC1047402FFD4B5299604E40A20BEA5BE61047400C3ECDC98B604E40CB64389ECF1047407C26FBE769604E403D0CAD4ECE104740B8019F1F46604E401C5DA5BBEB104740E811A3E716604E405EF415A4191147401F1329CDE65F4E40AB05F69848114740CAA8328CBB5F4E402D7C7DAD4B114740F984ECBC8D5F4E406806F1811D11474076E107E7535F4E403410CB660E114740C8258E3C105F4E4082380F27301147402A90D959F45E4E4003EFE4D36311474049861C5BCF5E4E4083A5BA8097114740677C5F5CAA5E4E403DB83B6BB711474092EC116A865E4E40E1ED4108C81147408B53AD85595E4E40C3499A3FA6114740FC523F6F2A5E4E409B7631CD74114740EC6D3315E25D4E400B26FE28EA1047409CA38E8EAB5D4E405453927538104740764F1E166A5D4E405F268A90BA0F4740FDDAFAE93F5D4E40D446753A900F474038BC2022355D4E40C1029832700E4740155454FD4A5D4E400518963FDF0C4740C617EDF1425E4E400DC51D6FF20D4740A04FE449D25F4E4040FCFCF7E00D4740832F4CA60A604E4001DE02098A0D4740DD0BCC0A45604E40988A8D791D0D474079909E2287604E4030F65E7CD10C474041446ADAC5604E40",1
1894,"36",NULL,NULL,"2024-01-31 06:24:03.088146+03","Участок №-2949","0106000020E610000001000000010300000001000000300000006EC493DDCC1047402FFD4B5299604E4042075DC2A11347408A3C49BA66604E4042959A3DD014474059F9653046604E40DCF126BF4515474092B3B0A71D604E40CC43A67C0816474009FB761211604E4069FCC22B49164740BC9179E40F604E40FAF02C41461647406153E751F15F4E403480B74082164740922232ACE25F4E4053060E68E91647400D1D3BA8C45F4E40B29FC5522417474099D36531B15F4E403ED00A0C591747405DE2C803915F4E40A6EF3504C717474041F0F8F6AE5F4E40D124B1A4DC1747402F17F19D985F4E4084F57F0EF3174740A14ACD1E685F4E40A4FB3905F9174740DD088B8A385F4E406F9D7FBBEC1747403C2F151BF35E4E406D8D08C6C11747400874266DAA5E4E40A8C64B3789174740488787307E5E4E408D9B1A683E1747401B2B31CF4A5E4E400B7DB08C0D174740DC80CF0F235E4E40F71E2E39EE164740A933F790F05D4E405517F032C3164740B3D1393FC55D4E40CA6B257497164740C93A1C5DA55D4E40514F1F813F164740B306EFAB725D4E406D7022FAB515474044C02154A95D4E40E4A25A4414154740EDF2AD0FEB5D4E40D6355A0EF4144740129F3BC1FE5D4E403F6EBF7CB2144740E71725E82F5E4E4098FC4FFEEE134740C3F01131255E4E402AC8CF46AE1347404E452A8C2D5E4E4062F9F36DC112474018EDF1423A5E4E40D95E0B7A6F124740A81B28F04E5E4E4081B053AC1A1247405D37A5BC565E4E40E1ED4108C81147408B53AD85595E4E403DB83B6BB711474092EC116A865E4E4083A5BA8097114740677C5F5CAA5E4E4003EFE4D36311474049861C5BCF5E4E4082380F27301147402A90D959F45E4E403410CB660E114740C8258E3C105F4E406806F1811D11474076E107E7535F4E402D7C7DAD4B114740F984ECBC8D5F4E40AB05F69848114740CAA8328CBB5F4E405EF415A4191147401F1329CDE65F4E401C5DA5BBEB104740E811A3E716604E403D0CAD4ECE104740B8019F1F46604E40CB64389ECF1047407C26FBE769604E40A20BEA5BE61047400C3ECDC98B604E406EC493DDCC1047402FFD4B5299604E40",2
1895,"37",NULL,NULL,"2023-11-24 10:35:34.089688+03","Участок №-1769","0106000020E61000000100000001030000000100000007000000EE93A30051F64640BFB9BF7ADC5D4E405305A3923AF74640821C9430D35E4E40F3E49A0299F746405B5EB9DE365F4E404DBD6E1118F94640F92EA52E195F4E40E62329E961F84640B1A4DC7D8E5D4E40572250FD83F64640EC51B81E855D4E40EE93A30051F64640BFB9BF7ADC5D4E40",3
1896,"38",NULL,NULL,"2024-01-07 04:57:29.173713+03","Участок №-1169","0106000020E61000000100000001030000000100000027000000E62329E961F84640B1A4DC7D8E5D4E404DBD6E1118F94640F92EA52E195F4E40FA7E6ABC74F946406798DA52075F4E400589EDEE01FA464066136058FE5E4E40E083D72E6DFA4640139CFA40F25E4E400CACE3F8A1FA4640164F3DD2E05E4E407D93A641D1FA4640B16CE690D45E4E4051D845D103FB46400B9B012EC85E4E40ACFF73982FFB464037C478CDAB5E4E40F4FC69A33AFB464007EFAB72A15E4E404225AE635CFB4640D8817346945E4E40A2D5C9198AFB46408D800A47905E4E40451152B7B3FB46405FB532E1975E4E409D7FBBECD7FB46402AA8A8FA955E4E40B24B546F0DFC4640C03C64CA875E4E40C828CFBC1CFC464003098A1F635E4E40198EE733A0FC4640A9DBD9571E5E4E401FA1664815FD4640802BD9B1115E4E40E88711C2A3FD4640E4654D2CF05D4E404E637B2DE8FD4640DB1324B6BB5D4E408505F7031EFE464094A2957B815D4E404240BE840AFE464061C3D32B655D4E40E1ED4108C8FD464043AA285E655D4E400229B16B7BFD46407B6AF5D5555D4E40EE3F321D3AFD46407380608E1E5D4E40BBF2599E07FD4640FB90B75CFD5C4E400A4966F50EFD4640DC679599D25C4E40D0B8702024FD464038F8C264AA5C4E40BD8DCD8E54FD4640D8817346945C4E406F8099EFE0FD464002D4D4B2B55C4E40FDF50A0BEEFD46401DAA29C93A5C4E40C26B97361CFE4640211E8997A75B4E4022C66B5ED5FB464066F9BA0CFF5B4E408A00A777F1FA46407D7901F6D15B4E400B2769FE98FA46406A6AD95A5F5C4E406877483140FA464071E65773805C4E40CC96AC8A70F94640376DC669885C4E40959D7E5017F94640414AECDADE5C4E40E62329E961F84640B1A4DC7D8E5D4E40",3
1897,"39",NULL,NULL,"2023-12-01 16:16:24.366015+03","Участок №954","0106000020E610000001000000010300000001000000260000006F8099EFE0FD464002D4D4B2B55C4E40164ED2FC31FF46402828452BF75C4E40E81379927401474009FD4CBD6E5D4E4012DA722EC5014740C37E4FAC535D4E407D3ECA880B024740A20A7F86375D4E4068B114C957024740CADE52CE175D4E4017105A0F5F0247407B319413ED5C4E4061527C7C4202474071C806D2C55C4E408D98D9E7310247407B4FE5B4A75C4E40518369183E02474020628385935C4E4010EB8D5A61024740A88FC01F7E5C4E4008E3A7716F02474015747B49635C4E40917EFB3A700247404AF086342A5C4E405E13D21A830247405C04C6FA065C4E40AB7AF99D260347403A90F5D4EA5B4E4064027E8D24034740C37DE4D6A45B4E40A1BFD02346034740750470B3785B4E4068AF3E1EFA024740209A79724D5B4E4006F52D73BA024740BFD2F9F02C5B4E40CEDDAE97A6024740AB402D060F5B4E40946A9F8EC7024740E9F17B9BFE5A4E40070B2769FE024740055262D7F65A4E405551BCCADA024740AD342905DD5A4E407171546EA2024740EBFCDB65BF5A4E406EDC627E6E0247401EC6A4BF975A4E4060014C1938024740552FBFD3645A4E4071E7C2482F024740404CC2853C5A4E40E55E6056280247409432A9A10D5A4E40D47FD6FCF8014740EACBD24ECD594E40DAC87553CA01474034F8FBC56C594E40EF75525F960047408C3045B9345A4E40F31DFCC4010047409929ADBF255A4E40925D6919A9FF4640F180B229575A4E40F0DC7BB8E4FE464084674293C45A4E408733BF9A03FE46407CEF6FD05E5B4E40C26B97361CFE4640211E8997A75B4E40FDF50A0BEEFD46401DAA29C93A5C4E406F8099EFE0FD464002D4D4B2B55C4E40",2
1898,"40",NULL,NULL,"2024-02-03 23:43:31.769532+03","Участок №-475","0106000020E6100000010000000103000000010000003C000000E81379927401474009FD4CBD6E5D4E403C32569BFF0147403D1059A4895D4E40C1C760C5A9024740E60297C79A5D4E4098A7734529034740492C29779F5D4E40473EAF78EA034740D6390664AF5D4E4084F23E8EE60447408FAA2688BA5D4E406077BAF3C40547406A15FDA1995D4E404A0C022B870647400C0742B2805D4E408484285FD0064740C6A52A6D715D4E405725917D900747403D27BD6F7C5D4E4052448655BC0747402BF702B3425D4E40C1E09A3BFA074740950B957F2D5D4E40E75086AA980847407E8CB96B095D4E40719351651809474033349E08E25C4E40BD8C62B9A5094740E335AFEAAC5C4E40DE3AFF76D9094740D2A755F4875C4E4054539275380A47403C1405FA445C4E4040170D198F0A4740925CFE43FA5B4E40284696CCB10A4740791EDC9DB55B4E4093E52494BE0A474022DE3AFF765B4E408E3F51D9B00A474039471D1D575B4E40A6272CF1800A47401D56B8E5235B4E40B30A9B012E0A47403CDEE4B7E85A4E40B14D2A1A6B0947405B608F89945A4E40DCA16131EA0847409F01F566D45A4E40AF05BD378608474041D5E8D5005B4E40C828CFBC1C084740AB97DF69325B4E401EC2F869DC07474046239F573C5B4E4016A4198BA60747403E0455A3575B4E4075ADBD4F55074740C11C3D7E6F5B4E40488C9E5BE8064740EDB94C4D825B4E408BAA5FE97C064740FF756EDA8C5B4E404C8C65FA25064740CB68E4F38A5B4E40247F30F0DC054740711DE38A8B5B4E403B6EF8DD74054740D3C1FA3F875B4E40E831CA332F054740C85EEFFE785B4E40338B506C050547403483F8C08E5B4E403562669FC70447402BC24D46955B4E4053EA92718C0447404D309C6B985B4E40D49B51F3550447401283C0CAA15B4E4037514B732B044740BC41B456B45B4E406153E751F103474082C8224DBC5B4E40FD6A0E10CC03474012BD8C62B95B4E4037C1374D9F034740B2463D44A35B4E40BD18CA8976034740D446753A905B4E40A1BFD02346034740750470B3785B4E4064027E8D24034740C37DE4D6A45B4E40AB7AF99D260347403A90F5D4EA5B4E405E13D21A830247405C04C6FA065C4E40917EFB3A700247404AF086342A5C4E4008E3A7716F02474015747B49635C4E4010EB8D5A61024740A88FC01F7E5C4E40518369183E02474020628385935C4E408D98D9E7310247407B4FE5B4A75C4E4061527C7C4202474071C806D2C55C4E4017105A0F5F0247407B319413ED5C4E4068B114C957024740CADE52CE175D4E407D3ECA880B024740A20A7F86375D4E4012DA722EC5014740C37E4FAC535D4E40E81379927401474009FD4CBD6E5D4E40",2
1899,"41",NULL,NULL,"2023-12-17 06:27:16.536807+03","Участок №-950","0106000020E6100000010000000103000000010000002E0000005725917D900747403D27BD6F7C5D4E40AA7D3A1E33084740F7AE415F7A5D4E4076DD5B9198084740390CE6AF905D4E40B0726891ED084740757808E3A75D4E402481069B3A0947401E6B4606B95D4E40E9EE3A1BF2094740737FF5B86F5D4E40999D45EF540A4740FCC3961E4D5D4E401152B7B3AF0A4740923B6C22335D4E4040DB6AD6190B4740BB0F406A135D4E40785E2A36E60B4740677BF486FB5C4E40B0C56E9F550C4740056F48A3025D4E403FA7203F1B0D4740438EAD67085D4E407AFB73D1900D4740AA29C93A1C5D4E408944A165DD0D4740711E4E603A5D4E40AAF3A8F8BF0D4740EE08A7052F5C4E4026732CEFAA0D47400BB6114F765B4E40B51666A19D0D4740070B2769FE5A4E402F17F19D980D4740153944DC9C5A4E40831953B0C60D4740111AC1C6F5594E4085CD0017640D47401AF8510DFB594E4021787C7BD70C47400F9BC8CC055A4E407905A227650C4740047289230F5A4E40D05E7D3CF40B47404F90D8EE1E5A4E4052B9895A9A0B4740AD4D637B2D5A4E403813D385580B4740923EADA23F5A4E4031EF71A6090B4740C0266BD4435A4E4088BCE5EAC70A4740D6E6FF55475A4E40522B4CDF6B0A47401AF7E6374C5A4E40B7088CF50D0A4740C7B94DB8575A4E4001C0B167CF0947409A3FA6B5695A4E40C87BD5CA84094740F981AB3C815A4E40B14D2A1A6B0947405B608F89945A4E40B30A9B012E0A47403CDEE4B7E85A4E40A6272CF1800A47401D56B8E5235B4E408E3F51D9B00A474039471D1D575B4E4093E52494BE0A474022DE3AFF765B4E40284696CCB10A4740791EDC9DB55B4E4040170D198F0A4740925CFE43FA5B4E4054539275380A47403C1405FA445C4E40DE3AFF76D9094740D2A755F4875C4E40BD8C62B9A5094740E335AFEAAC5C4E40719351651809474033349E08E25C4E40E75086AA980847407E8CB96B095D4E40C1E09A3BFA074740950B957F2D5D4E4052448655BC0747402BF702B3425D4E405725917D900747403D27BD6F7C5D4E40",2
1900,"42",NULL,NULL,"2023-12-15 11:51:28.039718+03","Участок №219","0106000020E6100000010000000103000000010000001D0000008944A165DD0D4740711E4E603A5D4E40C1029832700E4740155454FD4A5D4E40D446753A900F474038BC2022355D4E402368CC24EA134740724EECA17D5C4E40E4DC26DC2B1547404754A86E2E5C4E40FA7ABE66B914474011E0F42EDE5B4E406CE9D1544F1447401F1494A2955B4E407156444DF4134740DCF126BF455B4E40C2323674B3134740D95C35CF115B4E402920ED7F8013474081053065E05A4E40855FEAE74D1347403BE5D18DB05A4E401F679AB0FD124740742497FF905A4E40630AD6389B124740707841446A5A4E40344DD87E32124740E17D552E545A4E4080492A53CC1147407B67B455495A4E400DE4D9E55B1147400AD7A3703D5A4E408F1B7E37DD104740DB8651103C5A4E40AC53E57B4610474086562767285A4E40C2DB8310900F474029B000A60C5A4E40073F7100FD0E4740A4C7EF6DFA594E4069E4F38AA70E4740C501F4FBFE594E40601E32E5430E47405A4B0169FF594E40B5FE9600FC0D4740A663CE33F6594E40831953B0C60D4740111AC1C6F5594E402F17F19D980D4740153944DC9C5A4E40B51666A19D0D4740070B2769FE5A4E4026732CEFAA0D47400BB6114F765B4E40AAF3A8F8BF0D4740EE08A7052F5C4E408944A165DD0D4740711E4E603A5D4E40",1
1901,"43",NULL,NULL,"2024-02-10 18:03:47.747049+03","Участок №731","0106000020E61000000100000001030000000100000018000000D446753A900F474038BC2022355D4E405F268A90BA0F4740FDDAFAE93F5D4E405453927538104740764F1E166A5D4E400B26FE28EA1047409CA38E8EAB5D4E409B7631CD74114740EC6D3315E25D4E40C3499A3FA6114740FC523F6F2A5E4E40E1ED4108C81147408B53AD85595E4E4081B053AC1A1247405D37A5BC565E4E40D95E0B7A6F124740A81B28F04E5E4E4062F9F36DC112474018EDF1423A5E4E402AC8CF46AE1347404E452A8C2D5E4E4098FC4FFEEE134740C3F01131255E4E403F6EBF7CB2144740E71725E82F5E4E40D6355A0EF4144740129F3BC1FE5D4E40E4A25A4414154740EDF2AD0FEB5D4E406D7022FAB515474044C02154A95D4E40514F1F813F164740B306EFAB725D4E40F81A82E332164740D026874F3A5D4E40CBF27519FE154740A228D027F25C4E40B2632310AF154740D449B6BA9C5C4E4047FFCBB5681547409AEE75525F5C4E40E4DC26DC2B1547404754A86E2E5C4E402368CC24EA134740724EECA17D5C4E40D446753A900F474038BC2022355D4E40",2
1902,"44",NULL,NULL,"2024-01-10 08:17:45.644557+03","Участок №-2377","0106000020E6100000010000000103000000010000001400000095BA641C23F946406FB9FAB149584E404F9143C4CDF946407BDAE1AFC9584E40287D21E4BCF9464090BC732843594E408E93C2BCC7F94640EED0B01875594E40F7730AF2B3F94640E88711C2A3594E4009A52F849CF94640DEE68D93C25A4E408CBFED0912FD4640D998D711875A4E406798DA5207FD4640C1ABE5CE4C5A4E403BAA9A20EAFC4640F4DC4257225A4E406B9DB81CAFFC4640E869C020E9594E4012F5824F73FC4640F984ECBC8D594E401A4F04711EFC46403E5C72DC29594E407BA2EBC20FFC4640D1E7A38CB8584E405CC98E8D40FC464064E76D6C76584E40B39597FC4FFC4640D882DE1B43584E40828DEBDFF5FB464055302AA913584E408C834BC79CFB4640F5673F5244584E4051A4FB3905FB46403944DC9C4A584E40287CB60E0EFA464082751C3F54584E4095BA641C23F946406FB9FAB149584E40",2
1903,"45",NULL,NULL,"2023-12-28 10:07:19.542074+03","Участок №-2767","0106000020E6100000010000000103000000010000001B000000828DEBDFF5FB464055302AA913584E40B39597FC4FFC4640D882DE1B43584E405CC98E8D40FC464064E76D6C76584E407BA2EBC20FFC4640D1E7A38CB8584E401A4F04711EFC46403E5C72DC29594E4012F5824F73FC4640F984ECBC8D594E406B9DB81CAFFC4640E869C020E9594E403BAA9A20EAFC4640F4DC4257225A4E406798DA5207FD4640C1ABE5CE4C5A4E408CBFED0912FD4640D998D711875A4E40C5E6E3DA50FD46400AB952CF825A4E40F0DC7BB8E4FE464084674293C45A4E40925D6919A9FF4640F180B229575A4E40404F030649FF4640A58636001B5A4E40CB9E0436E7FE4640AC02B5183C584E40666B7D91D0FE4640FDA4DAA7E3574E406DE34F5436FE4640E7FC14C781574E401F645930F1FD4640DE58501894574E4068E7340BB4FD4640662E7079AC574E400C5872158BFD4640F60B76C3B6574E406325E65949FD46406BD44334BA574E4098BED7101CFD464068041BD7BF574E403C2F151BF3FC4640F8E12021CA574E40E3FBE25295FC46406500A8E2C6574E40CC5F217365FC4640360186E5CF574E4040FB912232FC46408995D1C8E7574E40828DEBDFF5FB464055302AA913584E40",3
1904,"46",NULL,NULL,"2024-02-02 04:31:11.565478+03","Участок №-290","0106000020E610000001000000010300000001000000270000006DE34F5436FE4640E7FC14C781574E40666B7D91D0FE4640FDA4DAA7E3574E40CB9E0436E7FE4640AC02B5183C584E40404F030649FF4640A58636001B5A4E40925D6919A9FF4640F180B229575A4E40F31DFCC4010047409929ADBF255A4E40828E56B5A4FF4640B5E1B034F0594E4052B81E85EBFF4640A9DC442DCD594E403DD34B8C6500474034D593F947594E40DCF3FC69A3004740BE4D7FF623594E409ED32CD0EE00474086AB0320EE584E40D9791B9B1D014740D542C9E4D4584E40211FF46C56014740F52B9D0FCF584E40A60EF27A300147405D363AE7A7584E40E5ED08A705014740A6D0798D5D584E40514D49D6E10047400F9BC8CC05584E40F2ED5D83BE004740BA6B09F9A0574E4095641D8EAE004740770FD07D39574E40871A8524B3004740DD26DC2BF3564E40871A8524B3004740707841446A564E40AEF545425B004740F75AD07B63564E401904560E2D004740B0C56E9F55564E40060E68E90A004740DE73603942564E406E1805C1E3FF4640B60E0EF626564E4005DB8827BBFF464068E6C93505564E4024EEB1F4A1FF46404D124BCADD554E4033E197FA79FF4640317898F6CD554E401C7920B248FF46407DAD4B8DD0554E40132D793C2DFF4640A79196CADB554E40067FBF982DFF4640778192020B564E405EF415A419FF4640C154336B29564E40B22B2D23F5FE464003ECA35357564E406F66F4A3E1FE46407E02284696564E40BD546CCCEBFE464018B14F00C5564E40DA56B3CEF8FE46405FEE93A300574E40FC56EBC4E5FE46401C0B0A8332574E40A2630795B8FE464039471D1D57574E409EB12FD978FE46406669A7E672574E406DE34F5436FE4640E7FC14C781574E40",1
1905,"47",NULL,NULL,"2023-12-02 12:22:26.483149+03","Участок №-2142","0106000020E61000000100000001030000000100000039000000E71725E82FF846408B4F01309E574E4095BA641C23F946406FB9FAB149584E40287CB60E0EFA464082751C3F54584E4051A4FB3905FB46403944DC9C4A584E408C834BC79CFB4640F5673F5244584E40828DEBDFF5FB464055302AA913584E4040FB912232FC46408995D1C8E7574E40CC5F217365FC4640360186E5CF574E40E3FBE25295FC46406500A8E2C6574E403C2F151BF3FC4640F8E12021CA574E4098BED7101CFD464068041BD7BF574E406325E65949FD46406BD44334BA574E400C5872158BFD4640F60B76C3B6574E4068E7340BB4FD4640662E7079AC574E401F645930F1FD4640DE58501894574E406DE34F5436FE4640E7FC14C781574E409EB12FD978FE46406669A7E672574E40A2630795B8FE464039471D1D57574E40FC56EBC4E5FE46401C0B0A8332574E40DA56B3CEF8FE46405FEE93A300574E40BD546CCCEBFE464018B14F00C5564E406F66F4A3E1FE46407E02284696564E40B22B2D23F5FE464003ECA35357564E405EF415A419FF4640C154336B29564E40067FBF982DFF4640778192020B564E40950B957F2DFF46404E9D47C5FF554E408CBFED0912FF46408159A148F7554E4014967840D9FE4640AE9FFEB3E6554E40ADA3AA09A2FE46409180D1E5CD554E407C0F971C77FE464068041BD7BF554E406EFAB31F29FE4640E9297288B8554E407DE71725E8FD46402158552FBF554E4088B9A46ABBFD4640809A5AB6D6554E40B988EFC4ACFD4640E1270EA0DF554E408CF84ECC7AFD46406AF7AB00DF554E406BB8C83D5DFD4640ABB2EF8AE0554E40CFA10C5531FD4640FE2955A2EC554E4073BB97FBE4FC4640857AFA08FC554E40CAFD0E4581FC4640778192020B564E4041800C1D3BFC4640F9484A7A18564E40DC476E4DBAFB46403F8D7BF31B564E401B8524B37AFB4640CD02ED0E29564E40CA6FD1C952FB464001F9122A38564E407F17B6662BFB464047718E3A3A564E40075C57CC08FB4640629D2ADF33564E40575BB1BFECFA46405AF3E32F2D564E403B53E8BCC6FA4640F6B2EDB435564E4058AD4CF8A5FA464069E55E6056564E40A872DA5372FA46400A4B3CA06C564E404C6F7F2E1AFA4640FE0A992B83564E40F12A6B9BE2F946403E062B4EB5564E40A94BC63192F9464022A5D93C0E574E40942EFD4B52F94640EF737CB438574E4033DC80CF0FF94640C097C28366574E40C43F6CE9D1F846408507CDAE7B574E40B471C45A7CF8464004FF5BC98E574E40E71725E82FF846408B4F01309E574E40",2
1906,"1",NULL,NULL,"2023-12-12 00:51:47.07508+03","Участок №-317","0106000020E61000000100000001030000000100000039000000488AC8B08AE94640DD5B9198A0664E40A30227DBC0E94640AED7F4A0A0664E4041F4A44C6AEA464042D2A755F4654E40250516C094E94640F2CEA10C55654E4032005471E3E846403F55850662654E4076525F9676E8464089450C3B8C654E4038D73043E3E746405CAE7E6C92654E407444BE4BA9E746403DF372D87D654E40EAAF575870E7464065355D4F74654E40D74B530438E74640D1EB4FE273654E40C3D66CE525E74640707B82C476654E40DCD5ABC8E8E64640C28A53AD85654E404852D2C3D0E646400E1137A792654E40A297512CB7E646404C361E6CB1654E40EA944737C2E64640890AD5CDC5654E401A87FA5DD8E64640459C4EB2D5654E4037A6272CF1E646404AF1F109D9654E40B686527B11E746401D3D7E6FD3654E40CE50DCF126E74640CF9F36AAD3654E40F92EA52E19E74640D89AADBCE4654E404EECA17DACE6464060764F1E16664E40A69BC420B0E64640AD4D637B2D664E40F31B261AA4E646401BDA006C40664E40992EC4EA8FE646400E492D944C664E40C9ACDEE176E6464013D21A834E664E40548D5E0D50E6464013D21A834E664E402CD7DB662AE64640B5E0455F41664E40FD69A33A1DE646400FF27A3029664E40BBB4E1B034E64640A6BA809719664E40815EB87361E64640EF02250516664E40BAC0E5B166E64640A56950340F664E4000FF942A51E646402B4CDF6B08664E40D106600322E64640B24B546F0D664E407BFA08FCE1E54640B7F1272A1B664E407C6308008EE54640F2D24D6210664E402E58AA0B78E5464044A852B307664E40A0504F1F81E54640D07B630800664E40C687D9CBB6E5464098309A95ED654E40A1F831E6AEE54640E6B0FB8EE1654E40A9DDAF027CE54640CF6BEC12D5654E40710168942EE54640CAE2FE23D3654E40174850FC18E54640DE57E542E5654E4018601F9DBAE446405DC30C8D27664E40E9B81AD995E44640174A26A776664E40F44F70B1A2E44640CBF6216FB9664E40DACBB6D3D6E44640B4B0A71DFE664E401EE1B4E045E546402828452BF7664E400283A44FABE64640EE4108C897664E40912A8A5759E7464041B96DDFA3664E40F92D3A596AE74640FB3A70CE88664E4069AD68739CE746407BDB4C8578664E404485EAE6E2E7464007F0164850664E40795DBF6037E84640C7D6338463664E400C21E7FD7FE84640C6A86BED7D664E400038F6ECB9E8464073F6CE68AB664E40EB353D2828E946400DE02D90A0664E40488AC8B08AE94640DD5B9198A0664E40",2
1907,"3",NULL,NULL,"2023-12-07 14:20:58.868444+03","Участок №-1752","0106000020E6100000010000000103000000010000002A000000C8D0B1834AE646404B581B6327644E405DFB027AE1E6464008B0C8AF1F644E40A8531EDD08E7464058C6866EF6634E4053B131AF23E84640DD5D6743FE634E40978E39CFD8E74640630B410E4A644E40FA25E2ADF3E746405089EB1857644E403A3C84F1D3E846401EA4A7C821644E406CED7DAA0AE94640FAF19716F5634E4021CD58349DE746401343723271634E40A9BF5E61C1E746405070B1A206634E40C1E5B16664E8464011C8258E3C624E4020B58993FBE746403F70952710624E40FC36C478CDE7464063B48EAA26624E40D7F9B7CB7EE74640D15D126745624E40AF264F594DE74640828C800A47624E4030F5F3A622E746402A1E17D522624E4008228B34F1E646407349D57613624E40E57ADB4C85E64640B24B546F0D624E406AA510C825E64640F60A0BEE07624E409626A5A0DBE54640EBE1CB4411624E40F12BD67091E54640685A626534624E40C6C210397DE54640D503E62153624E401840F850A2E54640EF6FD05E7D624E403E3C4B9011E64640C51C041DAD624E40E4F560527CE64640B0045262D7624E40D86322A5D9E64640567E198C11634E4082C476F700E74640F8510DFB3D634E40069D103AE8E646409F91088D60634E4086E63A8DB4E646405BD2510E66634E40B80721205FE646409F91088D60634E4037177FDB13E64640172AFF5A5E634E401781B1BE81E54640D36A48DC63634E40768A558330E546407BD80B056C634E403485CE6BECE4464001A4367172634E40C1E44691B5E44640E86A2BF697634E404835ECF7C4E446409D11A5BDC1634E40BBECD79DEEE44640CE1ABCAFCA634E40EE224C512EE54640D4D7F335CB634E4050C6F8307BE54640963D096CCE634E40BBB54C86E3E5464010C99063EB634E40C5758C2B2EE6464096CE876709644E40C8D0B1834AE646404B581B6327644E40",2
1908,"5",NULL,NULL,"2023-12-27 15:46:03.117093+03","Участок №88","0106000020E610000001000000010300000001000000250000002F8A1EF818E44640E9D32AFA43614E407F30F0DC7BE44640664CC11A67614E40D7135D177EE4464066868DB27E614E408411FB0450E446409F05A1BC8F614E40817B9E3F6DE44640D252793BC2614E40543BC3D496E44640A88B14CAC2614E4029CB10C7BAE446408927BB99D1614E407978CF81E5E446408927BB99D1614E4020CF2EDFFAE44640B3B45373B9614E4049A297512CE546405514AFB2B6614E40F0A65B7688E54640E7012CF2EB614E406D8D08C6C1E5464010C99063EB614E4015E46723D7E54640A88B14CAC2614E40959A3DD00AE646408F368E588B614E404146408523E646401807978E39614E40969350FA42E646400492B06F27614E40E12538F581E6464058207A5226614E40B83A00E2AEE64640E42D573F36614E40B493C151F2E646409545611745614E4050FF59F3E3E746403B1C5DA5BB614E40CF30B5A50EE8464001FA7DFFE6614E4020B58993FBE746403F70952710624E40C1E5B16664E8464011C8258E3C624E40BF982D5915E94640B16CE690D4624E4026E318C91EE946405E126745D4624E405DE15D2EE2E946404221020EA1624E4056F146E691E94640E17EC00303624E40C93D5DDDB1E84640BC9179E40F624E40A20914B188E94640508D976E12614E407808E3A771E9464036902E36AD604E40E3FBE25295E64640700B96EA02604E402766BD18CAE54640B16EBC3B32604E407DCB9C2E8BE546400E492D944C604E40F4FDD478E9E44640624B8FA67A604E400454388254E4464054E3A59BC4604E4033A5F5B704E44640DBA7E33103614E402F8A1EF818E44640E9D32AFA43614E40",2
